,,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025, ,1981-2010 mean,1981-2010 median
,25,,16.979,16.138,16.668,16.391,15.893,16.829,16.133,16.169,16.248,16.285,16.122,16.159,16.377,16.577,16.384,17.091,16.225,16.759,16.559,16.484,16.864,16.429,16.265,16.104,17.016,16.809,16.856,16.781,16.685,16.513,16.618,17.257,16.507,16.772,17.298,17.63,16.976,16.453,15.984,16.172,15.914,16.194,17.137,15.556,14.16,14.44,,,16.518,16.498
,26,,17.037,16.224,16.715,16.542,15.959,16.904,16.197,16.192,16.363,16.35,16.175,16.229,16.442,16.65,16.484,17.137,16.342,16.803,16.657,16.565,16.955,16.48,16.37,16.181,17.068,16.832,16.912,16.879,16.783,16.475,16.687,17.286,16.597,16.879,17.357,17.731,17.056,16.544,16.071,16.24,16.024,16.283,17.225,15.574,14.214,14.492,,,16.587,16.553
,27,,17.039,16.305,16.806,16.61,15.991,17.007,16.192,16.207,16.504,16.408,16.251,16.291,16.479,16.733,16.593,17.153,16.425,16.844,16.748,16.661,17.006,16.545,16.483,16.239,17.096,16.875,16.983,16.959,16.873,16.457,16.758,17.328,16.689,16.965,17.425,17.803,17.156,16.627,16.148,16.298,16.106,16.366,17.298,15.59,14.289,14.547,,,16.65,16.636
,28,,17.093,16.379,16.808,16.69,16.052,17.058,16.194,16.232,16.64,16.479,16.33,16.354,16.498,16.824,16.673,17.178,16.491,16.912,16.825,16.789,17.017,16.615,16.604,16.3,17.133,16.917,17.047,17,16.948,16.472,16.828,17.376,16.787,17.03,17.523,17.868,17.259,16.684,16.243,16.346,16.184,16.44,17.349,15.62,14.376,14.611,,,16.709,16.739
,29,,17.099,16.421,16.811,16.715,16.134,17.107,16.149,16.26,16.739,16.568,16.418,16.422,16.537,16.897,16.717,17.188,16.542,16.98,16.881,16.901,17.018,16.716,16.698,16.328,17.157,16.99,17.114,17.02,17.012,16.53,16.902,17.444,16.888,17.081,17.627,17.916,17.339,16.735,16.348,16.403,16.272,16.496,17.394,15.684,14.472,14.675,,,16.763,16.775
,30,,17.076,16.487,16.873,16.757,16.236,17.14,16.119,16.303,16.862,16.666,16.518,16.497,16.593,16.961,16.763,17.205,16.598,17.039,16.934,16.988,17.039,16.841,16.781,16.339,17.184,17.099,17.179,17.032,17.072,16.632,16.972,17.521,16.958,17.117,17.749,17.969,17.369,16.794,16.463,16.477,16.327,16.543,17.441,15.76,14.549,14.729,,,16.825,16.867
,31,,17.07,16.518,16.905,16.825,16.307,17.183,16.159,16.335,16.895,16.755,16.595,16.575,16.651,16.993,16.81,17.224,16.665,17.077,16.972,17.051,17.058,16.977,16.836,16.358,17.223,17.211,17.255,17.041,17.15,16.745,17.03,17.6,17.011,17.153,17.861,18.018,17.406,16.836,16.529,16.572,16.384,16.617,17.469,15.868,14.623,14.809,,,16.882,16.939
August,1,,17.084,16.543,16.926,16.865,16.4,17.277,16.148,16.335,16.95,16.843,16.678,16.645,16.715,17.009,16.813,17.257,16.745,17.1,17.003,17.097,17.101,17.107,16.872,16.384,17.266,17.291,17.342,17.047,17.208,16.864,17.099,17.676,17.061,17.228,17.957,18.095,17.413,16.873,16.566,16.655,16.452,16.673,17.476,15.986,14.693,14.921,,,16.935,16.977
,2,,17.038,16.586,16.983,16.942,16.513,17.336,16.218,16.361,16.999,16.927,16.744,16.733,16.804,17.017,16.804,17.261,16.835,17.13,17.041,17.12,17.162,17.246,16.901,16.414,17.292,17.363,17.421,17.065,17.262,16.952,17.184,17.755,17.121,17.317,18.037,18.155,17.419,16.919,16.576,16.759,16.519,16.724,17.489,16.11,14.748,15.056,,,16.993,17.008
,3,,17.002,16.627,17.035,17.029,16.555,17.442,16.299,16.365,17.03,17.014,16.778,16.823,16.871,17.041,16.797,17.261,16.924,17.179,17.071,17.135,17.219,17.365,16.95,16.476,17.336,17.421,17.47,17.09,17.324,17.014,17.253,17.825,17.186,17.412,18.11,18.239,17.427,16.964,16.566,16.854,16.577,16.793,17.5,16.224,14.78,15.221,,,17.046,17.038
,4,,17.008,16.777,17.053,17.119,16.612,17.561,16.426,16.354,17.14,17.093,16.805,16.892,16.928,17.105,16.791,17.26,16.999,17.219,17.095,17.172,17.256,17.468,17.029,16.526,17.349,17.444,17.522,17.108,17.377,17.052,17.331,17.886,17.279,17.521,18.147,18.349,17.453,17.004,16.546,16.908,16.629,16.845,17.514,16.346,14.819,15.395,,,17.099,17.107
,5,,16.983,16.875,17.125,17.197,16.646,17.614,16.519,16.341,17.229,17.181,16.853,16.965,17.001,17.179,16.776,17.276,17.061,17.261,17.109,17.222,17.305,17.58,17.093,16.566,17.338,17.451,17.575,17.143,17.393,17.09,17.417,17.957,17.352,17.62,18.153,18.442,17.483,17.057,16.559,16.939,16.689,16.876,17.547,16.464,14.857,15.559,,,17.149,17.18
,6,,16.983,17.01,17.203,17.237,16.676,17.689,16.645,16.345,17.326,17.26,16.896,17.043,17.074,17.265,16.763,17.304,17.139,17.314,17.103,17.289,17.356,17.714,17.151,16.589,17.328,17.462,17.599,17.196,17.41,17.132,17.493,18.04,17.417,17.694,18.129,18.503,17.508,17.108,16.619,16.971,16.777,16.916,17.605,16.567,14.884,15.68,,,17.201,17.248
,7,,17.002,17.18,17.232,17.308,16.746,17.738,16.789,16.371,17.439,17.347,16.94,17.112,17.167,17.341,16.777,17.351,17.212,17.358,17.088,17.371,17.42,17.825,17.193,16.591,17.321,17.508,17.635,17.248,17.418,17.211,17.553,18.117,17.473,17.753,18.118,18.579,17.534,17.167,16.691,16.998,16.868,16.964,17.667,16.641,14.917,15.776,,,17.258,17.315
,8,,17.002,17.219,17.28,17.366,16.8,17.78,16.886,16.369,17.492,17.402,17.002,17.167,17.282,17.408,16.822,17.41,17.284,17.383,17.113,17.452,17.491,17.925,17.238,16.586,17.314,17.565,17.669,17.319,17.422,17.283,17.627,18.202,17.511,17.803,18.107,18.644,17.571,17.24,16.766,17.045,16.959,17.036,17.721,16.698,14.947,15.845,,,17.311,17.343
,9,,16.992,17.289,17.345,17.4,16.77,17.783,16.99,16.385,17.559,17.435,17.066,17.24,17.417,17.457,16.877,17.458,17.387,17.393,17.146,17.518,17.574,18.008,17.254,16.616,17.348,17.616,17.7,17.419,17.44,17.359,17.712,18.29,17.522,17.837,18.131,18.67,17.611,17.328,16.847,17.099,17.059,17.131,17.773,16.734,14.961,15.9,,,17.365,17.409
,10,,17.055,17.383,17.382,17.459,16.798,17.813,17.086,16.42,17.583,17.449,17.124,17.299,17.552,17.504,16.948,17.506,17.508,17.41,17.19,17.556,17.663,18.074,17.284,16.647,17.397,17.659,17.707,17.508,17.471,17.439,17.788,18.361,17.536,17.869,18.19,18.705,17.621,17.419,16.914,17.132,17.167,17.22,17.826,16.751,14.981,15.955,,,17.42,17.465
,11,,17.091,17.434,17.484,17.53,16.787,17.753,17.18,16.502,17.615,17.462,17.173,17.33,17.682,17.522,17.031,17.532,17.609,17.442,17.257,17.583,17.745,18.117,17.31,16.697,17.432,17.712,17.719,17.596,17.513,17.535,17.867,18.436,17.552,17.911,18.289,18.754,17.643,17.506,16.949,17.157,17.237,17.321,17.848,16.758,14.996,16.036,,,17.472,17.526
,12,,17.229,17.545,17.581,17.616,16.737,17.71,17.247,16.541,17.552,17.474,17.222,17.343,17.765,17.549,17.109,17.536,17.72,17.456,17.338,17.621,17.827,18.149,17.331,16.771,17.461,17.734,17.713,17.688,17.554,17.621,17.957,18.518,17.572,17.948,18.388,18.798,17.651,17.606,16.972,17.158,17.296,17.427,17.874,16.781,15.015,16.141,,,17.515,17.553
,13,,17.344,17.67,17.625,17.683,16.788,17.702,17.33,16.653,17.528,17.483,17.257,17.378,17.834,17.583,17.159,17.551,17.827,17.485,17.41,17.67,17.902,18.17,17.346,16.821,17.475,17.751,17.745,17.766,17.568,17.712,18.027,18.602,17.611,17.989,18.503,18.832,17.647,17.687,16.996,17.154,17.337,17.506,17.922,16.807,15.037,16.251,,,17.561,17.575
,14,,17.436,17.757,17.7,17.775,16.826,17.658,17.401,16.772,17.52,17.499,17.297,17.405,17.878,17.613,17.193,17.584,17.888,17.537,17.482,17.715,17.973,18.186,17.373,16.85,17.461,17.803,17.784,17.811,17.558,17.799,18.09,18.677,17.66,18.021,18.592,18.887,17.636,17.74,17.028,17.169,17.387,17.587,17.973,16.838,15.068,16.351,,,17.604,17.599
,15,,17.563,17.85,17.747,17.874,16.922,17.756,17.462,16.847,17.465,17.524,17.356,17.441,17.935,17.656,17.23,17.612,17.91,17.602,17.557,17.782,18.012,18.216,17.432,16.884,17.444,17.875,17.822,17.863,17.549,17.853,18.154,18.768,17.717,18.051,18.661,18.946,17.629,17.803,17.06,17.218,17.419,17.653,18.011,16.881,15.115,16.421,,,17.652,17.634
,16,,17.667,17.86,17.777,17.903,17.001,17.817,17.544,16.938,17.512,17.55,17.409,17.5,17.964,17.736,17.286,17.662,17.936,17.652,17.648,17.849,18.03,18.267,17.498,16.913,17.451,17.958,17.862,17.917,17.522,17.863,18.201,18.813,17.784,18.069,18.707,18.985,17.624,17.871,17.104,17.266,17.465,17.701,18.052,16.926,15.223,16.472,,,17.699,17.699
,17,,17.748,17.906,17.868,17.962,17.061,17.932,17.625,17.021,17.556,17.569,17.489,17.563,17.997,17.794,17.346,17.716,17.94,17.715,17.743,17.878,18.024,18.309,17.565,16.912,17.48,18.016,17.915,17.995,17.5,17.858,18.228,18.844,17.842,18.079,18.744,19.01,17.631,17.924,17.159,17.331,17.497,17.745,18.107,16.986,15.336,16.501,,,17.747,17.768
,18,,17.871,17.919,17.946,17.926,17.148,18.056,17.711,17.093,17.507,17.586,17.565,17.627,18,17.829,17.423,17.737,17.929,17.769,17.819,17.904,18.008,18.364,17.618,16.928,17.511,18.051,17.96,18.082,17.507,17.84,18.267,18.855,17.894,18.085,18.751,19.03,17.63,17.967,17.205,17.395,17.542,17.798,18.163,17.055,15.447,16.518,,,17.786,17.824
,19,,17.997,17.912,17.962,17.909,17.188,18.106,17.796,17.193,17.507,17.604,17.627,17.687,17.974,17.854,17.522,17.736,17.928,17.818,17.894,17.953,18.01,18.423,17.642,16.959,17.553,18.054,17.995,18.186,17.519,17.803,18.281,18.842,17.942,18.096,18.779,19.031,17.629,18.047,17.236,17.447,17.584,17.849,18.224,17.108,15.554,16.537,,,17.817,17.836
,20,,18.043,17.988,18.022,17.936,17.225,18.183,17.878,17.291,17.501,17.616,17.669,17.724,17.91,17.875,17.606,17.749,17.97,17.834,17.956,17.983,18.031,18.449,17.63,17.004,17.588,18.048,18.039,18.289,17.543,17.78,18.288,18.792,17.979,18.114,18.808,19.036,17.638,18.109,17.276,17.488,17.625,17.907,18.297,17.144,15.643,16.555,,,17.847,17.877
,21,,18.127,18.042,17.997,17.922,17.342,18.17,17.963,17.321,17.526,17.63,17.697,17.753,17.867,17.884,17.698,17.773,18.01,17.833,18.006,18.014,18.078,18.452,17.608,17.056,17.614,18.041,18.058,18.396,17.572,17.765,18.314,18.779,18.023,18.129,18.849,19.063,17.652,18.172,17.323,17.526,17.651,17.972,18.378,17.188,15.692,16.569,,,17.871,17.876
,22,,18.179,18.076,17.971,17.966,17.422,18.175,17.981,17.387,17.587,17.645,17.693,17.779,17.846,17.919,17.795,17.806,18.052,17.835,18.032,18.08,18.134,18.452,17.587,17.15,17.632,18.049,18.078,18.482,17.594,17.739,18.33,18.775,18.064,18.165,18.895,19.1,17.677,18.233,17.401,17.56,17.685,18.028,18.429,17.208,15.738,16.579,,,17.899,17.883
,23,,18.21,18.141,17.947,18.022,17.568,18.129,18.03,17.404,17.668,17.67,17.71,17.776,17.833,17.966,17.861,17.882,18.1,17.838,18.044,18.137,18.19,18.436,17.578,17.25,17.653,18.095,18.092,18.549,17.601,17.713,18.336,18.778,18.086,18.206,18.952,19.132,17.718,18.276,17.5,17.601,17.727,18.081,18.462,17.243,15.793,16.583,,,17.929,17.915
,24,,18.229,18.184,17.924,18.039,17.719,18.092,18.08,17.409,17.697,17.69,17.731,17.766,17.83,18.013,17.899,17.989,18.18,17.856,18.048,18.184,18.222,18.411,17.577,17.348,17.679,18.173,18.099,18.62,17.648,17.715,18.343,18.808,18.071,18.25,18.982,19.137,17.76,18.283,17.601,17.655,17.774,18.129,18.496,17.288,15.872,16.582,,,17.96,17.956
,25,,18.276,18.206,17.944,18.063,17.745,18.073,18.098,17.406,17.779,17.72,17.747,17.782,17.839,18.058,17.93,18.096,18.217,17.917,18.063,18.244,18.26,18.411,17.563,17.419,17.72,18.287,18.117,18.689,17.725,17.739,18.361,18.853,18.044,18.283,19.013,19.112,17.817,18.315,17.685,17.716,17.825,18.189,18.542,17.353,15.946,16.59,,,17.995,18.001
,26,,18.251,18.25,17.941,18.066,17.829,18.037,18.205,17.42,17.829,17.744,17.773,17.818,17.845,18.09,17.959,18.199,18.205,18.009,18.071,18.294,18.3,18.412,17.545,17.492,17.775,18.38,18.161,18.724,17.822,17.755,18.373,18.876,18.014,18.334,19.041,19.082,17.885,18.353,17.74,17.792,17.882,18.249,18.597,17.427,16.033,16.628,,,18.032,18.023
,27,,18.236,18.304,18.003,18.071,17.868,18.1,18.299,17.445,17.844,17.769,17.804,17.861,17.847,18.084,17.996,18.316,18.175,18.094,18.08,18.317,18.335,18.426,17.541,17.553,17.834,18.473,18.209,18.761,17.949,17.764,18.41,18.882,17.992,18.381,19.063,19.066,17.942,18.388,17.742,17.857,17.937,18.325,18.657,17.505,16.106,16.674,,,18.07,18.075
,28,,18.21,18.316,18.054,18.075,17.872,18.13,18.324,17.448,17.876,17.804,17.837,17.917,17.877,18.067,18.064,18.422,18.124,18.174,18.091,18.337,18.37,18.436,17.518,17.609,17.878,18.543,18.231,18.82,18.075,17.786,18.441,18.88,17.995,18.429,19.071,19.07,17.997,18.45,17.731,17.884,17.971,18.39,18.713,17.55,16.168,16.72,,,18.103,18.075
,29,,18.181,18.339,18.104,18.076,17.908,18.144,18.397,17.497,17.9,17.824,17.877,17.994,17.943,18.051,18.153,18.513,18.042,18.238,18.106,18.374,18.394,18.453,17.509,17.656,17.908,18.586,18.238,18.877,18.173,17.826,18.469,18.874,18.037,18.486,19.075,19.1,18.092,18.514,17.714,17.908,17.994,18.479,18.767,17.593,16.217,16.778,,,18.137,18.105
,30,,18.179,18.369,18.164,18.129,17.963,18.198,18.478,17.545,17.9,17.835,17.93,18.07,18.009,18.027,18.258,18.601,17.975,18.291,18.127,18.394,18.392,18.453,17.514,17.715,17.933,18.595,18.229,18.92,18.25,17.875,18.495,18.866,18.101,18.541,19.077,19.146,18.184,18.53,17.71,17.918,18.014,18.538,18.809,17.611,16.282,16.834,,,18.171,18.147
,31,,18.167,18.384,18.176,18.158,18.009,18.173,18.508,17.592,17.885,17.827,17.978,18.119,18.05,18.009,18.348,18.677,17.959,18.321,18.148,18.408,18.386,18.458,17.526,17.776,17.945,18.627,18.207,18.963,18.33,17.936,18.509,18.855,18.171,18.579,19.073,19.188,18.252,18.526,17.713,17.907,18.039,18.582,18.832,17.597,16.328,16.862,,,18.195,18.166
September,1,,18.174,18.46,18.202,18.218,18.04,18.148,18.544,17.64,17.9,17.803,18.029,18.156,18.056,18.019,18.409,18.72,17.949,18.359,18.195,18.424,18.387,18.48,17.531,17.852,17.938,18.669,18.186,19.001,18.389,18.021,18.521,18.852,18.25,18.605,19.08,19.206,18.317,18.5,17.729,17.884,18.075,18.583,18.84,17.591,16.39,16.886,,,18.221,18.191
,2,,18.181,18.52,18.201,18.285,18.122,18.149,18.628,17.62,17.915,17.759,18.053,18.19,18.029,18.05,18.466,18.748,17.966,18.394,18.267,18.439,18.398,18.517,17.555,17.92,17.933,18.715,18.177,19.005,18.442,18.106,18.55,18.851,18.342,18.648,19.112,19.204,18.379,18.439,17.733,17.888,18.126,18.572,18.814,17.601,16.469,16.911,,,18.248,18.196
,3,,18.186,18.548,18.2,18.374,18.192,18.137,18.66,17.632,17.91,17.743,18.06,18.203,17.977,18.083,18.502,18.758,17.976,18.431,18.331,18.434,18.426,18.555,17.592,17.946,17.934,18.765,18.199,18.995,18.491,18.176,18.602,18.855,18.434,18.673,19.151,19.204,18.418,18.377,17.731,17.897,18.194,18.551,18.765,17.635,16.557,16.92,,,18.271,18.201
,4,,18.192,18.608,18.234,18.443,18.268,18.117,18.67,17.631,17.908,17.743,18.057,18.208,17.939,18.121,18.513,18.754,17.999,18.446,18.391,18.444,18.47,18.59,17.66,17.948,17.927,18.831,18.231,18.983,18.532,18.212,18.653,18.861,18.52,18.719,19.177,19.218,18.451,18.348,17.738,17.906,18.258,18.535,18.718,17.679,16.652,16.913,,,18.293,18.251
,5,,18.226,18.612,18.25,18.472,18.351,18.114,18.695,17.604,17.92,17.771,18.062,18.217,17.908,18.15,18.522,18.739,18.013,18.469,18.462,18.466,18.491,18.624,17.714,17.947,17.936,18.895,18.283,18.973,18.579,18.244,18.718,18.876,18.575,18.759,19.203,19.246,18.494,18.327,17.768,17.917,18.31,18.531,18.655,17.733,16.746,16.909,,,18.316,18.317
,6,,18.246,18.612,18.277,18.539,18.373,18.115,18.735,17.598,17.928,17.808,18.069,18.228,17.898,18.198,18.523,18.739,18.034,18.493,18.52,18.491,18.509,18.643,17.745,17.926,17.955,18.948,18.34,18.942,18.633,18.261,18.761,18.908,18.601,18.806,19.19,19.287,18.516,18.335,17.798,17.925,18.327,18.559,18.613,17.796,16.834,16.915,,,18.338,18.357
,7,,18.257,18.625,18.315,18.507,18.418,18.097,18.751,17.607,17.93,17.875,18.089,18.214,17.957,18.234,18.511,18.725,18.05,18.536,18.561,18.528,18.533,18.677,17.781,17.907,17.979,18.999,18.412,18.929,18.691,18.26,18.796,18.93,18.599,18.838,19.163,19.317,18.544,18.373,17.845,17.909,18.33,18.608,18.619,17.856,16.904,16.933,,,18.36,18.415
,8,,18.287,18.636,18.353,18.486,18.445,18.125,18.764,17.588,17.936,17.94,18.108,18.195,18.031,18.274,18.49,18.701,18.07,18.591,18.607,18.557,18.558,18.737,17.821,17.935,18.012,19.052,18.478,18.91,18.742,18.244,18.81,18.94,18.584,18.888,19.137,19.34,18.556,18.406,17.912,17.874,18.298,18.63,18.651,17.898,16.941,16.958,,,18.383,18.462
,9,,18.263,18.619,18.378,18.453,18.458,18.149,18.799,17.568,17.973,18.007,18.126,18.17,18.087,18.307,18.458,18.659,18.101,18.655,18.643,18.602,18.577,18.808,17.852,17.99,18.045,19.077,18.543,18.898,18.768,18.23,18.822,18.943,18.568,18.943,19.136,19.38,18.552,18.404,17.958,17.838,18.264,18.657,18.666,17.947,16.954,16.992,,,18.405,18.456
,10,,18.247,18.619,18.401,18.415,18.536,18.154,18.825,17.577,18.026,18.094,18.138,18.137,18.165,18.348,18.429,18.612,18.144,18.711,18.672,18.66,18.597,18.872,17.922,18.026,18.055,19.078,18.599,18.892,18.771,18.21,18.837,18.945,18.561,19.029,19.162,19.419,18.546,18.39,17.977,17.799,18.236,18.694,18.7,18,16.956,17.037,,,18.428,18.422
,11,,18.253,18.658,18.436,18.374,18.595,18.173,18.861,17.573,18.083,18.182,18.145,18.088,18.242,18.379,18.415,18.58,18.2,18.748,18.684,18.717,18.622,18.928,18.014,18.038,18.073,19.051,18.662,18.893,18.77,18.194,18.854,18.924,18.567,19.114,19.228,19.461,18.536,18.341,18,17.777,18.242,18.733,18.722,18.037,16.943,17.067,,,18.45,18.425
,12,,18.24,18.661,18.45,18.339,18.633,18.198,18.899,17.6,18.151,18.27,18.152,18.062,18.278,18.401,18.406,18.558,18.258,18.755,18.676,18.789,18.622,18.956,18.094,18.028,18.102,19.012,18.723,18.893,18.771,18.177,18.87,18.92,18.589,19.199,19.288,19.532,18.518,18.259,18.032,17.752,18.238,18.771,18.724,18.09,16.936,17.075,,,18.468,18.428
,13,,18.28,18.702,18.462,18.339,18.7,18.206,18.903,17.626,18.252,18.34,18.164,18.039,18.291,18.407,18.415,18.553,18.329,18.731,18.661,18.876,18.62,18.957,18.174,18.01,18.144,18.957,18.756,18.902,18.781,18.162,18.895,18.907,18.626,19.276,19.365,19.621,18.481,18.162,18.044,17.727,18.262,18.812,18.708,18.148,16.94,17.087,,,18.485,18.438
,14,,18.312,18.76,18.52,18.314,18.708,18.237,18.92,17.667,18.333,18.406,18.183,18.026,18.31,18.427,18.456,18.552,18.377,18.686,18.628,18.964,18.632,18.94,18.233,17.97,18.181,18.928,18.774,18.928,18.808,18.153,18.901,18.899,18.662,19.326,19.432,19.684,18.432,18.078,18.041,17.701,18.276,18.886,18.669,18.19,16.945,17.104,,,18.502,18.488
,15,,18.317,18.788,18.557,18.293,18.716,18.274,18.864,17.703,18.401,18.441,18.185,18.027,18.314,18.408,18.498,18.561,18.403,18.635,18.592,19.05,18.659,18.928,18.248,17.931,18.213,18.894,18.796,18.976,18.834,18.17,18.893,18.873,18.704,19.356,19.47,19.754,18.372,18.002,18.037,17.698,18.314,18.934,18.622,18.229,16.938,,,,18.511,18.527
,16,,18.343,18.813,18.601,18.294,18.701,18.286,18.831,17.774,18.457,18.469,18.177,18.046,18.309,18.356,18.544,18.548,18.415,18.605,18.563,19.125,18.675,18.902,18.25,17.898,18.237,18.887,18.79,19.036,18.859,18.173,18.899,18.843,18.746,19.366,19.485,19.828,18.352,17.951,18.041,17.724,18.341,18.959,18.57,18.245,16.921,,,,18.518,18.546
,17,,18.264,18.819,18.663,18.346,18.698,18.305,18.802,17.834,18.496,18.498,18.168,18.07,18.298,18.297,18.587,18.528,18.439,18.608,18.54,19.176,18.705,18.88,18.252,17.893,18.266,18.89,18.766,19.105,18.871,18.195,18.914,18.813,18.777,19.354,19.507,19.91,18.32,17.947,18.02,17.779,18.376,18.965,18.517,18.236,16.892,,,,18.53,18.534
,18,,18.215,18.836,18.727,18.351,18.719,18.299,18.748,17.898,18.508,18.549,18.148,18.122,18.298,18.216,18.626,18.519,18.453,18.641,18.539,19.211,18.717,18.844,18.24,17.874,18.284,18.903,18.785,19.164,18.876,18.199,18.931,18.768,18.811,19.333,19.506,19.989,18.313,17.969,18.003,17.844,18.374,18.983,18.462,18.217,16.862,,,,18.539,18.544
,19,,18.136,18.883,18.772,18.353,18.717,18.3,18.713,17.972,18.508,18.561,18.121,18.163,18.305,18.094,18.648,18.525,18.5,18.69,18.569,19.216,18.709,18.83,18.254,17.853,18.324,18.902,18.81,19.205,18.892,18.202,18.979,18.697,18.844,19.324,19.492,20.059,18.323,17.987,17.982,17.939,18.357,18.969,18.429,18.211,16.839,17.158,,,18.546,18.565
,20,,18.041,18.904,18.774,18.404,18.749,18.291,18.693,17.963,18.494,18.574,18.12,18.188,18.323,18.02,18.666,18.528,18.541,18.734,18.606,19.188,18.706,18.827,18.294,17.844,18.392,18.916,18.838,19.241,18.918,18.172,19.036,18.627,18.871,19.317,19.496,20.121,18.342,18.009,17.956,18.029,18.32,18.942,18.419,18.192,16.816,17.142,,,18.556,18.59
,21,,18.067,18.944,18.817,18.365,18.787,18.281,18.655,17.986,18.471,18.573,18.118,18.215,18.362,17.991,18.661,18.535,18.572,18.77,18.655,19.156,18.716,18.849,18.345,17.832,18.462,18.929,18.87,19.277,18.946,18.149,19.089,18.584,18.887,19.326,19.514,20.156,18.334,18.049,17.926,18.088,18.284,18.918,18.415,18.198,16.797,17.148,,,18.567,18.578
,22,,18.048,19.001,18.78,18.322,18.77,18.311,18.611,17.92,18.422,18.546,18.137,18.236,18.417,17.973,18.647,18.553,18.577,18.794,18.715,19.13,18.71,18.876,18.399,17.796,18.506,18.926,18.916,19.292,18.979,18.113,19.137,18.567,18.905,19.367,19.516,20.155,18.327,18.063,17.903,18.13,18.266,18.918,18.424,18.194,16.777,17.145,,,18.569,18.572
,23,,18.023,19.032,18.742,18.313,18.774,18.322,18.607,17.867,18.357,18.506,18.173,18.228,18.463,17.972,18.629,18.55,18.584,18.804,18.736,19.098,18.73,18.918,18.437,17.776,18.54,18.918,18.955,19.302,19.006,18.082,19.187,18.579,18.916,19.402,19.502,20.123,18.318,18.06,17.878,18.162,18.287,18.902,18.426,18.182,16.75,17.127,,,18.572,18.581
,24,,18.045,19.059,18.749,18.292,18.731,18.295,18.589,17.768,18.311,18.48,18.204,18.228,18.501,18.001,18.59,18.55,18.569,18.795,18.735,19.076,18.758,18.948,18.446,17.771,18.573,18.908,19.01,19.327,19.014,18.04,19.226,18.626,18.905,19.43,19.496,20.087,18.299,18.07,17.857,18.162,18.331,18.911,18.434,18.163,16.698,17.101,,,18.57,18.581
,25,,18.069,19.046,18.735,18.298,18.691,18.306,18.571,17.679,18.275,18.455,18.222,18.247,18.523,18.012,18.542,18.561,18.571,18.771,18.717,19.077,18.795,18.968,18.444,17.762,18.599,18.881,19.064,19.331,19.01,18.031,19.249,18.695,18.898,19.452,19.473,20.043,18.273,18.079,17.834,18.142,18.373,18.95,18.433,18.157,16.656,17.089,,,18.569,18.571
,26,,18.045,19.056,18.753,18.303,18.635,18.222,18.567,17.658,18.264,18.454,18.216,18.263,18.55,17.979,18.527,18.57,18.608,18.725,18.685,19.084,18.82,18.996,18.425,17.767,18.605,18.853,19.123,19.308,19.001,18.035,19.251,18.741,18.886,19.47,19.455,20.025,18.283,18.087,17.828,18.131,18.421,18.989,18.404,18.144,16.623,17.078,,,18.566,18.587
,27,,18.117,19.01,18.776,18.288,18.584,18.148,18.574,17.593,18.288,18.46,18.173,18.284,18.574,17.965,18.526,18.589,18.621,18.664,18.659,19.073,18.853,19.031,18.421,17.783,18.61,18.833,19.182,19.275,18.995,18.026,19.229,18.743,18.873,19.45,19.457,20.02,18.332,18.079,17.814,18.119,18.439,19.011,18.357,18.138,16.616,17.079,,,18.561,18.587
,28,,18.189,18.969,18.777,18.284,18.533,18.075,18.561,17.585,18.323,18.469,18.112,18.304,18.596,17.957,18.545,18.621,18.608,18.589,18.617,19.056,18.883,19.067,18.434,17.793,18.623,18.829,19.216,19.251,19.01,18.024,19.186,18.754,18.841,19.427,19.486,20.012,18.419,18.088,17.821,18.114,18.441,19.026,18.316,18.135,16.617,17.084,,,18.556,18.593
,29,,18.212,18.966,18.784,18.262,18.477,17.992,18.552,17.592,18.341,18.486,18.051,18.325,18.613,17.945,18.573,18.651,18.58,18.516,18.574,19.021,18.911,19.101,18.442,17.801,18.614,18.837,19.248,19.202,19.033,18.038,19.104,18.77,18.833,19.386,19.496,19.991,18.516,18.093,17.841,18.136,18.449,19.014,18.279,18.107,16.654,17.109,,,18.548,18.574
,30,,18.259,18.939,18.779,18.238,18.47,17.95,18.56,17.552,18.36,18.509,17.999,18.342,18.642,17.945,18.602,18.675,18.565,18.469,18.53,18.979,18.93,19.107,18.427,17.814,18.595,18.85,19.249,19.151,19.052,18.044,19.03,18.777,18.827,19.334,19.528,19.956,18.637,18.094,17.863,18.184,18.455,18.98,18.227,18.061,16.697,17.135,,,18.54,18.562
October,1,,18.256,18.918,18.774,18.237,18.444,17.897,18.567,17.52,18.372,18.539,17.963,18.346,18.632,17.954,18.618,18.698,18.52,18.444,18.479,18.952,18.938,19.085,18.414,17.826,18.584,18.876,19.231,19.115,19.055,18.051,18.96,18.787,18.845,19.286,19.556,19.879,18.725,18.083,17.868,18.219,18.441,18.952,18.198,18.01,16.732,17.136,,,18.529,18.553
